,Product,Date,Quantity,Sub Category,Category,UnitRetailPrice,Offer,OfferType,Promo_UnitRetailPrice,Sales_of_Product
946,Product 166,2020-02-06,48.0,Sub Category 35,Category 15,3.99,,nan,3.99,191.52
947,Product 166,2020-02-07,54.0,Sub Category 35,Category 15,3.99,,nan,3.99,215.46
948,Product 166,2020-02-08,65.0,Sub Category 35,Category 15,3.99,,nan,3.99,259.35
949,Product 166,2020-02-09,46.0,Sub Category 35,Category 15,3.99,,nan,3.99,183.54
950,Product 166,2020-02-10,45.0,Sub Category 35,Category 15,3.99,,nan,3.99,179.55
951,Product 166,2020-02-11,41.0,Sub Category 35,Category 15,3.99,,nan,3.99,163.59
952,Product 166,2020-02-12,42.0,Sub Category 35,Category 15,3.99,,nan,3.99,167.58
953,Product 166,2020-02-13,43.0,Sub Category 35,Category 15,3.99,,nan,3.99,171.57
954,Product 166,2020-02-14,49.0,Sub Category 35,Category 15,3.99,,nan,3.99,195.51
955,Product 166,2020-02-15,60.0,Sub Category 35,Category 15,3.99,,nan,3.99,239.4
956,Product 166,2020-02-16,42.0,Sub Category 35,Category 15,3.99,,nan,3.99,167.58
957,Product 166,2020-02-17,41.0,Sub Category 35,Category 15,3.99,,nan,3.99,163.59
958,Product 166,2020-02-18,37.0,Sub Category 35,Category 15,3.99,,nan,3.99,147.63
959,Product 166,2020-02-19,39.0,Sub Category 35,Category 15,3.99,,nan,3.99,155.61
960,Product 166,2020-02-20,40.0,Sub Category 35,Category 15,3.99,,nan,3.99,159.6
961,Product 166,2020-02-21,47.0,Sub Category 35,Category 15,3.99,,nan,3.99,187.53
962,Product 166,2020-02-22,58.0,Sub Category 35,Category 15,3.99,,nan,3.99,231.42
963,Product 166,2020-02-23,39.0,Sub Category 35,Category 15,3.99,,nan,3.99,155.61
964,Product 166,2020-02-24,39.0,Sub Category 35,Category 15,3.99,,nan,3.99,155.61
965,Product 166,2020-02-25,36.0,Sub Category 35,Category 15,3.99,,nan,3.99,143.64
966,Product 166,2020-02-26,37.0,Sub Category 35,Category 15,3.99,,nan,3.99,147.63
967,Product 166,2020-02-27,39.0,Sub Category 35,Category 15,3.99,,nan,3.99,155.61
968,Product 166,2020-02-28,46.0,Sub Category 35,Category 15,3.99,,nan,3.99,183.54
969,Product 166,2020-02-29,57.0,Sub Category 35,Category 15,3.99,,nan,3.99,227.43
970,Product 166,2020-03-01,39.0,Sub Category 35,Category 15,3.99,,nan,3.99,155.61
971,Product 166,2020-03-02,38.0,Sub Category 35,Category 15,3.99,,nan,3.99,151.62
972,Product 166,2020-03-03,35.0,Sub Category 35,Category 15,3.99,,nan,3.99,139.65
973,Product 166,2020-03-04,37.0,Sub Category 35,Category 15,3.99,,nan,3.99,147.63
974,Product 166,2020-03-05,38.0,Sub Category 35,Category 15,3.99,,nan,3.99,151.62
975,Product 166,2020-03-06,44.0,Sub Category 35,Category 15,3.99,,nan,3.99,175.56
976,Product 166,2020-03-07,55.0,Sub Category 35,Category 15,3.99,,nan,3.99,219.45
977,Product 166,2020-03-08,37.0,Sub Category 35,Category 15,3.99,,nan,3.99,147.63
978,Product 166,2020-03-09,36.0,Sub Category 35,Category 15,3.99,,nan,3.99,143.64
979,Product 166,2020-03-10,33.0,Sub Category 35,Category 15,3.99,,nan,3.99,131.67
980,Product 166,2020-03-11,34.0,Sub Category 35,Category 15,3.99,,nan,3.99,135.66
981,Product 166,2020-03-12,35.0,Sub Category 35,Category 15,3.99,,nan,3.99,139.65
982,Product 166,2020-03-13,42.0,Sub Category 35,Category 15,3.99,,nan,3.99,167.58
983,Product 166,2020-03-14,53.0,Sub Category 35,Category 15,3.99,,nan,3.99,211.47
984,Product 166,2020-03-15,34.0,Sub Category 35,Category 15,3.99,,nan,3.99,135.66
985,Product 166,2020-03-16,33.0,Sub Category 35,Category 15,3.99,,nan,3.99,131.67
986,Product 166,2020-03-17,29.0,Sub Category 35,Category 15,3.99,,nan,3.99,115.71
987,Product 166,2020-03-18,31.0,Sub Category 35,Category 15,3.99,,nan,3.99,123.69
988,Product 166,2020-03-19,31.0,Sub Category 35,Category 15,3.99,,nan,3.99,123.69
989,Product 166,2020-03-20,38.0,Sub Category 35,Category 15,3.99,,nan,3.99,151.62
990,Product 166,2020-03-21,48.0,Sub Category 35,Category 15,3.99,,nan,3.99,191.52
991,Product 166,2020-03-22,30.0,Sub Category 35,Category 15,3.99,,nan,3.99,119.7
992,Product 166,2020-03-23,29.0,Sub Category 35,Category 15,3.99,,nan,3.99,115.71
993,Product 166,2020-03-24,25.0,Sub Category 35,Category 15,3.99,,nan,3.99,99.75
994,Product 166,2020-03-25,27.0,Sub Category 35,Category 15,3.99,,nan,3.99,107.73
995,Product 166,2020-03-26,27.0,Sub Category 35,Category 15,3.99,,nan,3.99,107.73
996,Product 166,2020-03-27,34.0,Sub Category 35,Category 15,3.99,,nan,3.99,135.66
997,Product 166,2020-03-28,45.0,Sub Category 35,Category 15,3.99,,nan,3.99,179.55
998,Product 166,2020-03-29,26.0,Sub Category 35,Category 15,3.99,,nan,3.99,103.74
999,Product 166,2020-03-30,25.0,Sub Category 35,Category 15,3.99,,nan,3.99,99.75
1000,Product 166,2020-03-31,22.0,Sub Category 35,Category 15,3.99,,nan,3.99,87.78
1001,Product 109,2020-01-01,206.0,Sub Category 35,Category 15,2.99,,nan,2.99,615.94
1002,Product 109,2020-01-02,215.0,Sub Category 35,Category 15,2.99,,nan,2.99,642.85
1003,Product 109,2020-01-03,246.0,Sub Category 35,Category 15,2.99,,nan,2.99,735.54
1004,Product 109,2020-01-04,286.0,Sub Category 35,Category 15,2.99,,nan,2.99,855.14
1005,Product 109,2020-01-05,219.0,Sub Category 35,Category 15,2.99,,nan,2.99,654.81
1006,Product 109,2020-01-06,205.0,Sub Category 35,Category 15,2.99,,nan,2.99,612.95
1007,Product 109,2020-01-07,192.0,Sub Category 35,Category 15,2.99,,nan,2.99,574.08
1008,Product 109,2020-01-08,200.0,Sub Category 35,Category 15,2.99,,nan,2.99,598.0
1009,Product 109,2020-01-09,206.0,Sub Category 35,Category 15,2.99,,nan,2.99,615.94
1010,Product 109,2020-01-10,234.0,Sub Category 35,Category 15,2.99,,nan,2.99,699.66
1011,Product 109,2020-01-11,272.0,Sub Category 35,Category 15,2.99,,nan,2.99,813.28
1012,Product 109,2020-01-12,202.0,Sub Category 35,Category 15,2.99,,nan,2.99,603.98
1013,Product 109,2020-01-13,185.0,Sub Category 35,Category 15,2.99,,nan,2.99,553.15
1014,Product 109,2020-01-14,171.0,Sub Category 35,Category 15,2.99,,nan,2.99,511.29
1015,Product 109,2020-01-15,179.0,Sub Category 35,Category 15,2.99,,nan,2.99,535.21
1016,Product 109,2020-01-16,183.0,Sub Category 35,Category 15,2.99,,nan,2.99,547.17
1017,Product 109,2020-01-17,211.0,Sub Category 35,Category 15,2.99,,nan,2.99,630.89
1018,Product 109,2020-01-18,249.0,Sub Category 35,Category 15,2.99,,nan,2.99,744.51
1019,Product 109,2020-01-19,180.0,Sub Category 35,Category 15,2.99,,nan,2.99,538.2
1020,Product 109,2020-01-20,164.0,Sub Category 35,Category 15,2.99,,nan,2.99,490.36
1021,Product 109,2020-01-21,150.0,Sub Category 35,Category 15,2.99,,nan,2.99,448.5
1022,Product 109,2020-01-22,159.0,Sub Category 35,Category 15,2.99,,nan,2.99,475.41
1023,Product 109,2020-01-23,165.0,Sub Category 35,Category 15,2.99,,nan,2.99,493.35
1024,Product 109,2020-01-24,194.0,Sub Category 35,Category 15,2.99,,nan,2.99,580.06
1025,Product 109,2020-01-25,233.0,Sub Category 35,Category 15,2.99,,nan,2.99,696.67
1026,Product 109,2020-01-26,166.0,Sub Category 35,Category 15,2.99,,nan,2.99,496.34
1027,Product 109,2020-01-27,151.0,Sub Category 35,Category 15,2.99,,nan,2.99,451.49
1028,Product 109,2020-01-28,139.0,Sub Category 35,Category 15,2.99,,nan,2.99,415.61
1029,Product 109,2020-01-29,149.0,Sub Category 35,Category 15,2.99,,nan,2.99,445.51
1030,Product 109,2020-01-30,156.0,Sub Category 35,Category 15,2.99,,nan,2.99,466.44
1031,Product 109,2020-01-31,187.0,Sub Category 35,Category 15,2.99,,nan,2.99,559.13
1032,Product 109,2020-02-01,227.0,Sub Category 35,Category 15,2.99,,nan,2.99,678.73
1033,Product 109,2020-02-02,160.0,Sub Category 35,Category 15,2.99,,nan,2.99,478.4
1034,Product 109,2020-02-03,145.0,Sub Category 35,Category 15,2.99,,nan,2.99,433.55
1035,Product 109,2020-02-04,133.0,Sub Category 35,Category 15,2.99,,nan,2.99,397.67
1036,Product 109,2020-02-05,143.0,Sub Category 35,Category 15,2.99,,nan,2.99,427.57
1037,Product 109,2020-02-06,149.0,Sub Category 35,Category 15,2.99,,nan,2.99,445.51
1038,Product 109,2020-02-07,179.0,Sub Category 35,Category 15,2.99,,nan,2.99,535.21
1039,Product 109,2020-02-08,218.0,Sub Category 35,Category 15,2.99,,nan,2.99,651.82
1040,Product 109,2020-02-09,151.0,Sub Category 35,Category 15,2.99,,nan,2.99,451.49
1041,Product 109,2020-02-10,135.0,Sub Category 35,Category 15,2.99,,nan,2.99,403.65
1042,Product 109,2020-02-11,122.0,Sub Category 35,Category 15,2.99,,nan,2.99,364.78
1043,Product 109,2020-02-12,131.0,Sub Category 35,Category 15,2.99,,nan,2.99,391.69
1044,Product 109,2020-02-13,136.0,Sub Category 35,Category 15,2.99,,nan,2.99,406.64
1045,Product 109,2020-02-14,165.0,Sub Category 35,Category 15,2.99,,nan,2.99,493.35
1046,Product 109,2020-02-15,204.0,Sub Category 35,Category 15,2.99,,nan,2.99,609.96
1047,Product 109,2020-02-16,135.0,Sub Category 35,Category 15,2.99,,nan,2.99,403.65
1048,Product 109,2020-02-17,119.0,Sub Category 35,Category 15,2.99,,nan,2.99,355.81
1049,Product 109,2020-02-18,106.0,Sub Category 35,Category 15,2.99,,nan,2.99,316.94
1050,Product 109,2020-02-19,114.0,Sub Category 35,Category 15,2.99,,nan,2.99,340.86
1051,Product 109,2020-02-20,120.0,Sub Category 35,Category 15,2.99,,nan,2.99,358.8
1052,Product 109,2020-02-21,149.0,Sub Category 35,Category 15,2.99,,nan,2.99,445.51
1053,Product 109,2020-02-22,187.0,Sub Category 35,Category 15,2.99,,nan,2.99,559.13
1054,Product 109,2020-02-23,119.0,Sub Category 35,Category 15,2.99,,nan,2.99,355.81
1055,Product 109,2020-02-24,103.0,Sub Category 35,Category 15,2.99,,nan,2.99,307.97
1056,Product 109,2020-02-25,91.0,Sub Category 35,Category 15,2.99,,nan,2.99,272.09
1057,Product 109,2020-02-26,100.0,Sub Category 35,Category 15,2.99,,nan,2.99,299.0
1058,Product 109,2020-02-27,106.0,Sub Category 35,Category 15,2.99,,nan,2.99,316.94
1059,Product 109,2020-02-28,135.0,Sub Category 35,Category 15,2.99,,nan,2.99,403.65
1060,Product 109,2020-02-29,175.0,Sub Category 35,Category 15,2.99,,nan,2.99,523.25
1061,Product 109,2020-03-01,107.0,Sub Category 35,Category 15,2.99,,nan,2.99,319.93
1062,Product 109,2020-03-02,92.0,Sub Category 35,Category 15,2.99,,nan,2.99,275.08
1063,Product 109,2020-03-03,80.0,Sub Category 35,Category 15,2.99,,nan,2.99,239.2
1064,Product 109,2020-03-04,89.0,Sub Category 35,Category 15,2.99,,nan,2.99,266.11
1065,Product 109,2020-03-05,96.0,Sub Category 35,Category 15,2.99,,nan,2.99,287.04
1066,Product 109,2020-03-06,125.0,Sub Category 35,Category 15,2.99,,nan,2.99,373.75
1067,Product 109,2020-03-07,165.0,Sub Category 35,Category 15,2.99,,nan,2.99,493.35
1068,Product 109,2020-03-08,97.0,Sub Category 35,Category 15,2.99,,nan,2.99,290.03
1069,Product 109,2020-03-09,82.0,Sub Category 35,Category 15,2.99,,nan,2.99,245.18
1070,Product 109,2020-03-10,69.0,Sub Category 35,Category 15,2.99,,nan,2.99,206.31
1071,Product 109,2020-03-11,78.0,Sub Category 35,Category 15,2.99,,nan,2.99,233.22
1072,Product 109,2020-03-12,83.0,Sub Category 35,Category 15,2.99,,nan,2.99,248.17
1073,Product 109,2020-03-13,112.0,Sub Category 35,Category 15,2.99,,nan,2.99,334.88
1074,Product 109,2020-03-14,151.0,Sub Category 35,Category 15,2.99,,nan,2.99,451.49
1075,Product 109,2020-03-15,82.0,Sub Category 35,Category 15,2.99,,nan,2.99,245.18
1076,Product 109,2020-03-16,67.0,Sub Category 35,Category 15,2.99,,nan,2.99,200.33
1077,Product 109,2020-03-17,53.0,Sub Category 35,Category 15,2.99,,nan,2.99,158.47
1078,Product 109,2020-03-18,62.0,Sub Category 35,Category 15,2.99,,nan,2.99,185.38
1079,Product 109,2020-03-19,67.0,Sub Category 35,Category 15,2.99,,nan,2.99,200.33
1080,Product 109,2020-03-20,96.0,Sub Category 35,Category 15,2.99,,nan,2.99,287.04
1081,Product 109,2020-03-21,134.0,Sub Category 35,Category 15,2.99,,nan,2.99,400.66
1082,Product 109,2020-03-22,66.0,Sub Category 35,Category 15,2.99,,nan,2.99,197.34
1083,Product 109,2020-03-23,50.0,Sub Category 35,Category 15,2.99,,nan,2.99,149.5
1084,Product 109,2020-03-24,37.0,Sub Category 35,Category 15,2.99,,nan,2.99,110.63
1085,Product 109,2020-03-25,46.0,Sub Category 35,Category 15,2.99,,nan,2.99,137.54
1086,Product 109,2020-03-26,52.0,Sub Category 35,Category 15,2.99,,nan,2.99,155.48
1087,Product 109,2020-03-27,82.0,Sub Category 35,Category 15,2.99,,nan,2.99,245.18
1088,Product 109,2020-03-28,121.0,Sub Category 35,Category 15,2.99,,nan,2.99,361.79
1089,Product 109,2020-03-29,54.0,Sub Category 35,Category 15,2.99,,nan,2.99,161.46
1090,Product 109,2020-03-30,40.0,Sub Category 35,Category 15,2.99,,nan,2.99,119.6
1091,Product 109,2020-03-31,29.0,Sub Category 35,Category 15,2.99,,nan,2.99,86.71
1092,Product 113,2020-01-01,97.0,Sub Category 35,Category 15,2.99,,nan,2.99,290.03
1093,Product 113,2020-01-02,102.0,Sub Category 35,Category 15,2.99,,nan,2.99,304.98
1094,Product 113,2020-01-03,116.0,Sub Category 35,Category 15,2.99,,nan,2.99,346.84
1095,Product 113,2020-01-04,138.0,Sub Category 35,Category 15,2.99,,nan,2.99,412.62
1096,Product 113,2020-01-05,102.0,Sub Category 35,Category 15,2.99,,nan,2.99,304.98
1097,Product 113,2020-01-06,96.0,Sub Category 35,Category 15,2.99,,nan,2.99,287.04
1098,Product 113,2020-01-07,89.0,Sub Category 35,Category 15,2.99,,nan,2.99,266.11
1099,Product 113,2020-01-08,91.0,Sub Category 35,Category 15,2.99,,nan,2.99,272.09
1100,Product 113,2020-01-09,94.0,Sub Category 35,Category 15,2.99,,nan,2.99,281.06
1101,Product 113,2020-01-10,107.0,Sub Category 35,Category 15,2.99,,nan,2.99,319.93
1102,Product 113,2020-01-11,127.0,Sub Category 35,Category 15,2.99,,nan,2.99,379.73
1103,Product 113,2020-01-12,90.0,Sub Category 35,Category 15,2.99,,nan,2.99,269.1
1104,Product 113,2020-01-13,84.0,Sub Category 35,Category 15,2.99,,nan,2.99,251.16
1105,Product 113,2020-01-14,76.0,Sub Category 35,Category 15,2.99,,nan,2.99,227.24
1106,Product 113,2020-01-15,78.0,Sub Category 35,Category 15,2.99,,nan,2.99,233.22
1107,Product 113,2020-01-16,80.0,Sub Category 35,Category 15,2.99,,nan,2.99,239.2
1108,Product 113,2020-01-17,93.0,Sub Category 35,Category 15,2.99,,nan,2.99,278.07
1109,Product 113,2020-01-18,114.0,Sub Category 35,Category 15,2.99,,nan,2.99,340.86
1110,Product 113,2020-01-19,77.0,Sub Category 35,Category 15,2.99,,nan,2.99,230.23
1111,Product 113,2020-01-20,71.0,Sub Category 35,Category 15,2.99,,nan,2.99,212.29
1112,Product 113,2020-01-21,63.0,Sub Category 35,Category 15,2.99,,nan,2.99,188.37
1113,Product 113,2020-01-22,66.0,Sub Category 35,Category 15,2.99,,nan,2.99,197.34
1114,Product 113,2020-01-23,69.0,Sub Category 35,Category 15,2.99,,nan,2.99,206.31
1115,Product 113,2020-01-24,83.0,Sub Category 35,Category 15,2.99,,nan,2.99,248.17
1116,Product 113,2020-01-25,104.0,Sub Category 35,Category 15,2.99,,nan,2.99,310.96
1117,Product 113,2020-01-26,68.0,Sub Category 35,Category 15,2.99,,nan,2.99,203.32
1118,Product 113,2020-01-27,63.0,Sub Category 35,Category 15,2.99,,nan,2.99,188.37
1119,Product 113,2020-01-28,56.0,Sub Category 35,Category 15,2.99,,nan,2.99,167.44
1120,Product 113,2020-01-29,59.0,Sub Category 35,Category 15,2.99,,nan,2.99,176.41
1121,Product 113,2020-01-30,63.0,Sub Category 35,Category 15,2.99,,nan,2.99,188.37
1122,Product 113,2020-01-31,77.0,Sub Category 35,Category 15,2.99,,nan,2.99,230.23
1123,Product 113,2020-02-01,99.0,Sub Category 35,Category 15,2.99,,nan,2.99,296.01
1124,Product 113,2020-02-02,63.0,Sub Category 35,Category 15,2.99,,nan,2.99,188.37
1125,Product 113,2020-02-03,58.0,Sub Category 35,Category 15,2.99,,nan,2.99,173.42
1126,Product 113,2020-02-04,51.0,Sub Category 35,Category 15,2.99,,nan,2.99,152.49
1127,Product 113,2020-02-05,54.0,Sub Category 35,Category 15,2.99,,nan,2.99,161.46
1128,Product 113,2020-02-06,58.0,Sub Category 35,Category 15,2.99,,nan,2.99,173.42
1129,Product 113,2020-02-07,72.0,Sub Category 35,Category 15,2.99,,nan,2.99,215.28
1130,Product 113,2020-02-08,94.0,Sub Category 35,Category 15,2.99,,nan,2.99,281.06
1131,Product 113,2020-02-09,58.0,Sub Category 35,Category 15,2.99,,nan,2.99,173.42
1132,Product 113,2020-02-10,53.0,Sub Category 35,Category 15,2.99,,nan,2.99,158.47
1133,Product 113,2020-02-11,46.0,Sub Category 35,Category 15,2.99,,nan,2.99,137.54
1134,Product 113,2020-02-12,48.0,Sub Category 35,Category 15,2.99,,nan,2.99,143.52
1135,Product 113,2020-02-13,52.0,Sub Category 35,Category 15,2.99,,nan,2.99,155.48
1136,Product 113,2020-02-14,66.0,Sub Category 35,Category 15,2.99,,nan,2.99,197.34
1137,Product 113,2020-02-15,88.0,Sub Category 35,Category 15,2.99,,nan,2.99,263.12
1138,Product 113,2020-02-16,52.0,Sub Category 35,Category 15,2.99,,nan,2.99,155.48
1139,Product 113,2020-02-17,47.0,Sub Category 35,Category 15,2.99,,nan,2.99,140.53
1140,Product 113,2020-02-18,40.0,Sub Category 35,Category 15,2.99,,nan,2.99,119.6
1141,Product 113,2020-02-19,43.0,Sub Category 35,Category 15,2.99,,nan,2.99,128.57
1142,Product 113,2020-02-20,47.0,Sub Category 35,Category 15,2.99,,nan,2.99,140.53
1143,Product 113,2020-02-21,61.0,Sub Category 35,Category 15,2.99,,nan,2.99,182.39
1144,Product 113,2020-02-22,83.0,Sub Category 35,Category 15,2.99,,nan,2.99,248.17
1145,Product 113,2020-02-23,48.0,Sub Category 35,Category 15,2.99,,nan,2.99,143.52
1146,Product 113,2020-02-24,43.0,Sub Category 35,Category 15,2.99,,nan,2.99,128.57
1147,Product 113,2020-02-25,36.0,Sub Category 35,Category 15,2.99,,nan,2.99,107.64
1148,Product 113,2020-02-26,39.0,Sub Category 35,Category 15,2.99,,nan,2.99,116.61
1149,Product 113,2020-02-27,44.0,Sub Category 35,Category 15,2.99,,nan,2.99,131.56
1150,Product 113,2020-02-28,58.0,Sub Category 35,Category 15,2.99,,nan,2.99,173.42
1151,Product 113,2020-02-29,80.0,Sub Category 35,Category 15,2.99,,nan,2.99,239.2
1152,Product 113,2020-03-01,44.0,Sub Category 35,Category 15,2.99,,nan,2.99,131.56
1153,Product 113,2020-03-02,39.0,Sub Category 35,Category 15,2.99,,nan,2.99,116.61
1154,Product 113,2020-03-03,32.0,Sub Category 35,Category 15,2.99,,nan,2.99,95.68
1155,Product 113,2020-03-04,35.0,Sub Category 35,Category 15,2.99,,nan,2.99,104.65
1156,Product 113,2020-03-05,39.0,Sub Category 35,Category 15,2.99,,nan,2.99,116.61
1157,Product 113,2020-03-06,52.0,Sub Category 35,Category 15,2.99,,nan,2.99,155.48
1158,Product 113,2020-03-07,74.0,Sub Category 35,Category 15,2.99,,nan,2.99,221.26
1159,Product 113,2020-03-08,38.0,Sub Category 35,Category 15,2.99,,nan,2.99,113.62
1160,Product 113,2020-03-09,32.0,Sub Category 35,Category 15,2.99,,nan,2.99,95.68
1161,Product 113,2020-03-10,24.0,Sub Category 35,Category 15,2.99,,nan,2.99,71.76
1162,Product 113,2020-03-11,26.0,Sub Category 35,Category 15,2.99,,nan,2.99,77.74
1163,Product 113,2020-03-12,29.0,Sub Category 35,Category 15,2.99,,nan,2.99,86.71
1164,Product 113,2020-03-13,42.0,Sub Category 35,Category 15,2.99,,nan,2.99,125.58
1165,Product 113,2020-03-14,62.0,Sub Category 35,Category 15,2.99,,nan,2.99,185.38
1166,Product 113,2020-03-15,25.0,Sub Category 35,Category 15,2.99,,nan,2.99,74.75
1167,Product 113,2020-03-16,19.0,Sub Category 35,Category 15,2.99,,nan,2.99,56.81
1168,Product 113,2020-03-17,10.0,Sub Category 35,Category 15,2.99,,nan,2.99,29.9
1169,Product 113,2020-03-18,12.0,Sub Category 35,Category 15,2.99,,nan,2.99,35.88
1170,Product 113,2020-03-19,14.0,Sub Category 35,Category 15,2.99,,nan,2.99,41.86
1171,Product 113,2020-03-20,26.0,Sub Category 35,Category 15,2.99,,nan,2.99,77.74
1172,Product 113,2020-03-21,47.0,Sub Category 35,Category 15,2.99,,nan,2.99,140.53
1173,Product 113,2020-03-22,10.0,Sub Category 35,Category 15,2.99,,nan,2.99,29.9
1174,Product 113,2020-03-23,3.0,Sub Category 35,Category 15,2.99,,nan,2.99,8.97
1175,Product 113,2020-03-24,-5.0,Sub Category 35,Category 15,2.99,,nan,2.99,-14.95
1176,Product 113,2020-03-25,-3.0,Sub Category 35,Category 15,2.99,,nan,2.99,-8.97
1177,Product 113,2020-03-26,-0.0,Sub Category 35,Category 15,2.99,,nan,2.99,-0.0
1178,Product 113,2020-03-27,13.0,Sub Category 35,Category 15,2.99,,nan,2.99,38.87
1179,Product 113,2020-03-28,34.0,Sub Category 35,Category 15,2.99,,nan,2.99,101.66
1180,Product 113,2020-03-29,-2.0,Sub Category 35,Category 15,2.99,,nan,2.99,-5.98
1181,Product 113,2020-03-30,-8.0,Sub Category 35,Category 15,2.99,,nan,2.99,-23.92
1182,Product 113,2020-03-31,-15.0,Sub Category 35,Category 15,2.99,,nan,2.99,-44.85
1183,Product 50,2020-01-01,34.0,Sub Category 24,Category 12,9.99,,nan,9.99,339.66
1184,Product 50,2020-01-02,37.0,Sub Category 24,Category 12,9.99,,nan,9.99,369.63
1185,Product 50,2020-01-03,41.0,Sub Category 24,Category 12,9.99,,nan,9.99,409.59
1186,Product 50,2020-01-04,48.0,Sub Category 24,Category 12,9.99,,nan,9.99,479.52
1187,Product 50,2020-01-05,33.0,Sub Category 24,Category 12,9.99,,nan,9.99,329.67
1188,Product 50,2020-01-06,31.0,Sub Category 24,Category 12,9.99,,nan,9.99,309.69
1189,Product 50,2020-01-07,26.0,Sub Category 24,Category 12,9.99,,nan,9.99,259.74
1190,Product 50,2020-01-08,27.0,Sub Category 24,Category 12,9.99,,nan,9.99,269.73
1191,Product 50,2020-01-09,29.0,Sub Category 24,Category 12,9.99,,nan,9.99,289.71
1192,Product 50,2020-01-10,34.0,Sub Category 24,Category 12,9.99,,nan,9.99,339.66
1193,Product 50,2020-01-11,41.0,Sub Category 24,Category 12,9.99,,nan,9.99,409.59
1194,Product 50,2020-01-12,26.0,Sub Category 24,Category 12,9.99,,nan,9.99,259.74
1195,Product 50,2020-01-13,23.0,Sub Category 24,Category 12,9.99,,nan,9.99,229.77
1196,Product 50,2020-01-14,18.0,Sub Category 24,Category 12,9.99,,nan,9.99,179.82
1197,Product 50,2020-01-15,20.0,Sub Category 24,Category 12,9.99,,nan,9.99,199.8
1198,Product 50,2020-01-16,23.0,Sub Category 24,Category 12,9.99,,nan,9.99,229.77
1199,Product 50,2020-01-17,28.0,Sub Category 24,Category 12,9.99,,nan,9.99,279.72
1200,Product 50,2020-01-18,35.0,Sub Category 24,Category 12,9.99,,nan,9.99,349.65
1201,Product 50,2020-01-19,21.0,Sub Category 24,Category 12,9.99,,nan,9.99,209.79
1202,Product 50,2020-01-20,19.0,Sub Category 24,Category 12,9.99,,nan,9.99,189.81
1203,Product 50,2020-01-21,15.0,Sub Category 24,Category 12,9.99,,nan,9.99,149.85
1204,Product 50,2020-01-22,17.0,Sub Category 24,Category 12,9.99,,nan,9.99,169.83
1205,Product 50,2020-01-23,20.0,Sub Category 24,Category 12,9.99,,nan,9.99,199.8
1206,Product 50,2020-01-24,26.0,Sub Category 24,Category 12,9.99,,nan,9.99,259.74
1207,Product 50,2020-01-25,34.0,Sub Category 24,Category 12,9.99,,nan,9.99,339.66
1208,Product 50,2020-01-26,20.0,Sub Category 24,Category 12,9.99,,nan,9.99,199.8
1209,Product 50,2020-01-27,19.0,Sub Category 24,Category 12,9.99,,nan,9.99,189.81
1210,Product 50,2020-01-28,16.0,Sub Category 24,Category 12,9.99,,nan,9.99,159.84
1211,Product 50,2020-01-29,18.0,Sub Category 24,Category 12,9.99,,nan,9.99,179.82
1212,Product 50,2020-01-30,22.0,Sub Category 24,Category 12,9.99,,nan,9.99,219.78
1213,Product 50,2020-01-31,28.0,Sub Category 24,Category 12,9.99,,nan,9.99,279.72
1214,Product 50,2020-02-01,37.0,Sub Category 24,Category 12,9.99,,nan,9.99,369.63
1215,Product 50,2020-02-02,23.0,Sub Category 24,Category 12,9.99,,nan,9.99,229.77
1216,Product 50,2020-02-03,22.0,Sub Category 24,Category 12,9.99,,nan,9.99,219.78
1217,Product 50,2020-02-04,18.0,Sub Category 24,Category 12,9.99,,nan,9.99,179.82
1218,Product 50,2020-02-05,21.0,Sub Category 24,Category 12,9.99,,nan,9.99,209.79
1219,Product 50,2020-02-06,25.0,Sub Category 24,Category 12,9.99,,nan,9.99,249.75
1220,Product 50,2020-02-07,30.0,Sub Category 24,Category 12,9.99,,nan,9.99,299.7
1221,Product 50,2020-02-08,39.0,Sub Category 24,Category 12,9.99,,nan,9.99,389.61
1222,Product 50,2020-02-09,25.0,Sub Category 24,Category 12,9.99,,nan,9.99,249.75
1223,Product 50,2020-02-10,23.0,Sub Category 24,Category 12,9.99,,nan,9.99,229.77
1224,Product 50,2020-02-11,20.0,Sub Category 24,Category 12,9.99,,nan,9.99,199.8
1225,Product 50,2020-02-12,22.0,Sub Category 24,Category 12,9.99,,nan,9.99,219.78
1226,Product 50,2020-02-13,26.0,Sub Category 24,Category 12,9.99,,nan,9.99,259.74
1227,Product 50,2020-02-14,31.0,Sub Category 24,Category 12,9.99,,nan,9.99,309.69
1228,Product 50,2020-02-15,39.0,Sub Category 24,Category 12,9.99,,nan,9.99,389.61
1229,Product 50,2020-02-16,25.0,Sub Category 24,Category 12,9.99,,nan,9.99,249.75
1230,Product 50,2020-02-17,24.0,Sub Category 24,Category 12,9.99,,nan,9.99,239.76
1231,Product 50,2020-02-18,20.0,Sub Category 24,Category 12,9.99,,nan,9.99,199.8
1232,Product 50,2020-02-19,23.0,Sub Category 24,Category 12,9.99,,nan,9.99,229.77
1233,Product 50,2020-02-20,26.0,Sub Category 24,Category 12,9.99,,nan,9.99,259.74
1234,Product 50,2020-02-21,32.0,Sub Category 24,Category 12,9.99,,nan,9.99,319.68
1235,Product 50,2020-02-22,40.0,Sub Category 24,Category 12,9.99,,nan,9.99,399.6
1236,Product 50,2020-02-23,27.0,Sub Category 24,Category 12,9.99,,nan,9.99,269.73
